"","caseid","government_should_regulate_businesses_wave_1","racial_discrimination_hurts_black_people_wave_1","immigrants_strengthen_country_wave_1","corporations_make_too_much_profit_wave_1","homosexuality_should_be_accepted_wave_1","stricter_environmental_laws_damaging_wave_1","government_wasteful_inefficient_wave_1","poor_people_have_it_easy_wave_1","government_cannot_afford_to_help_needy_wave_1","best_way_peace_military_strength_wave_1","government_should_regulate_businesses_wave_5","racial_discrimination_hurts_black_people_wave_5","immigrants_strengthen_country_wave_5","corporations_make_too_much_profit_wave_5","homosexuality_should_be_accepted_wave_5","stricter_environmental_laws_damaging_wave_5","government_wasteful_inefficient_wave_5","poor_people_have_it_easy_wave_5","government_cannot_afford_to_help_needy_wave_5","best_way_peace_military_strength_wave_5","treat","bot_followers","substantive_question_correct_wave_2","substantive_question_correct_wave_3","substantive_question_correct_wave_4","animal_correct_wave_2","animal_correct_wave_3","animal_correct_wave_4","party_id_wave_1","party_id_weak_strong_wave_1","political_wave_1","freq_twitter_wave_1","bin_maker","percent_co_party","ideo_homogeneity_offline","friends_count_wave_1","gender","education","family_income","birth_year","northeast","north_central","south","west","endtime_wave_5","how_often_visit_twitter_wave_1","how_often_visit_twitter_wave_5","ideology_seven_point_wave_1","ideology_seven_point_wave_5"
"1107",1107,4,7,7,7,6,2,5,1,1,3,4,7,7,7,6,1,6,1,1,5,1,1,1,1,NA,1,1,NA,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",0.598849493376105,40,837,2,5,7,NA,0,0,1,0,2017-11-28 00:27:45.857977,2,2,6,6
"1108",1108,7,2,4,7,6,3,5,7,4,5,5,1,3,7,6,3,6,5,4,6,1,0,0,0,0,0,0,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",1,75,837,1,4,5,NA,0,0,0,1,2017-11-18 16:12:35.499233,3,1,4,4
"1109",1109,7,7,6,7,5,2,6,4,2,4,7,6,7,7,6,1,6,2,2,5,1,1,0,1,0,1,1,1,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",NA,50,837,1,NA,6,1943.5,1,0,0,0,2017-11-18 14:12:19.241444,2,2,4,3
"1110",1110,6,3,3,5,5,5,5,5,5,6,6,2,4,5,4,6,5,3,3,7,1,0,0,0,0,0,0,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",0,65,837,1,5,NA,1943.5,0,0,1,0,2017-11-20 13:22:02.9496,2,2,5,6
"1111",1111,5,2,3,3,4,4,3,5,3,5,5,2,4,5,4,3,5,5,5,4,1,0,0,0,0,0,0,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",0,70,837,2,3,4,NA,0,0,1,0,2017-11-22 20:59:53.223597,3,1,4,4
"1112",1112,6,6,7,4,7,2,5,1,2,5,7,6,7,6,4,2,5,2,2,4,0,0,0,0,0,0,0,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",0.166180758017493,75,837,1,NA,7,1954,0,0,0,1,2017-11-19 09:44:40.680519,2,1,4,4
"1113",1113,6,2,5,4,6,2,6,7,4,2,6,2,5,4,6,3,6,4,2,2,1,1,1,1,1,0,1,1,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",0,50,837,2,5,NA,1954,0,0,1,0,2017-11-18 15:07:22.737394,2,2,4,4
"1114",1114,5,2,3,6,7,5,6,5,6,5,4,2,2,5,6,5,6,6,5,5,1,0,0,0,0,0,0,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",0,50,837,1,6,NA,1964,1,0,0,0,2017-11-18 11:59:10.384762,2,2,5,5
"1115",1115,3,5,3,2,2,6,5,2,2,2,3,6,5,6,1,6,6,2,2,2,0,0,0,0,0,0,0,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",1,60,837,2,6,10,NA,0,0,1,0,2017-11-19 18:33:29.482979,2,4,6,5
"1116",1116,5,2,4,4,3,6,6,5,6,5,5,2,5,4,3,5,6,5,3,5,0,0,0,0,0,0,0,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",NA,60,837,1,3,11,1974,1,0,0,0,2017-11-20 11:37:41.181446,2,2,6,6
"1117",1117,1,1,4,1,4,6,7,6,6,4,1,2,4,1,3,6,7,7,7,4,1,1,1,1,1,1,1,1,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",1,60,837,1,6,NA,1984.5,0,0,1,0,2017-11-18 14:12:44.309275,2,2,6,6
"1118",1118,6,5,2,6,6,6,3,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",0.333333333333333,70,837,1,5,6,1984.5,0,1,0,0,NA,3,NA,5,NA
"1119",1119,5,4,4,5,6,3,4,6,5,5,4,5,4,4,6,3,5,2,3,4,0,0,0,0,0,0,0,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",0.666666666666667,80,837,2,5,14,NA,1,0,0,0,2017-11-21 17:20:52.383591,2,2,5,5
"1120",1120,2,5,7,1,1,6,6,1,5,5,1,1,7,1,2,6,7,3,5,5,1,0,1,1,1,1,1,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",NA,70,837,1,6,7,1984.5,0,1,0,0,2017-11-18 15:08:05.484015,3,3,6,5
"1121",1121,5,2,4,2,2,7,6,7,2,7,3,1,4,1,4,6,7,5,1,7,1,1,1,1,1,1,0,1,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",0.910812764814086,50,837,NA,3,5,1954,0,1,0,0,2017-11-18 14:00:05.585651,2,2,6,6
"1122",1122,5,6,4,2,2,4,3,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",0,48,837,1,5,3,NA,0,0,1,0,NA,2,NA,4,NA
"1123",1123,4,2,3,3,6,5,6,6,5,3,5,3,3,3,6,5,5,5,3,5,1,1,0,0,0,0,0,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",NA,75,837,2,6,11,1964,0,0,1,0,2017-11-18 13:59:33.07329,3,2,5,6
"1124",1124,5,2,3,2,3,6,5,5,6,6,3,1,5,2,5,6,6,6,6,7,0,0,0,0,0,0,0,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",NA,75,837,1,6,14,1954,0,0,1,0,2017-11-19 10:08:18.750561,2,1,6,6
"1125",1125,4,5,6,5,7,2,5,7,7,3,7,5,7,6,7,5,7,7,7,4,1,1,1,1,1,0,0,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",0,50,837,2,3,NA,1995,0,0,1,0,2017-11-18 19:14:00.713079,2,3,3,4
"1126",1126,5,6,4,5,7,2,3,1,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",NA,50,837,1,6,13,1974,0,0,1,0,NA,2,NA,5,NA
"1127",1127,2,3,7,1,2,6,7,4,4,2,3,5,7,1,3,5,7,5,4,3,0,0,0,0,0,0,0,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",0,60,837,1,6,NA,1974,0,0,1,0,2017-11-23 05:25:49.718821,2,2,6,6
"1128",1128,6,2,7,2,2,7,5,2,5,6,6,3,7,4,2,7,5,3,3,7,1,1,1,1,1,1,1,1,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",0.437541971817836,70,837,NA,5,13,1964,0,0,0,1,2017-11-18 16:28:57.327808,2,3,6,6
"1129",1129,5,1,1,2,5,7,7,6,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,NA,1,0,NA,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",0.849878399046632,70,837,1,3,12,NA,0,0,1,0,NA,2,NA,6,NA
"1130",1130,5,1,2,3,4,5,7,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,0,0,NA,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",NA,50,837,1,5,6,1954,0,0,1,0,NA,2,NA,6,NA
"1131",1131,4,5,5,5,5,4,5,3,3,6,5,5,5,6,2,5,5,5,4,6,0,0,0,0,0,0,0,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",0,65,837,1,5,NA,1964,0,1,0,0,2017-11-18 14:10:22.185041,2,1,5,6
"1132",1132,3,4,6,4,7,5,5,6,6,4,4,5,6,4,7,5,6,4,7,5,0,0,0,0,0,0,0,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",0.394088669950739,25,837,2,6,NA,1984.5,1,0,0,0,2017-11-19 13:10:03.828869,3,4,5,4
"1133",1133,3,2,2,2,2,6,6,6,5,6,3,1,1,3,2,6,7,7,7,7,0,0,0,0,0,0,0,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",NA,80,837,1,5,12,1954,0,0,1,0,2017-11-21 02:22:08.095682,2,2,6,6
"1134",1134,3,2,NA,2,5,6,5,6,5,6,3,2,2,3,4,6,7,6,6,5,1,0,0,0,0,0,0,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",NA,60,837,2,6,11,1943.5,0,0,1,0,2017-11-20 03:47:25.838991,2,3,6,6
"1135",1135,3,2,2,3,6,5,6,5,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",0,45,837,1,6,NA,1984.5,0,1,0,0,NA,2,NA,6,NA
"1136",1136,5,1,4,7,4,5,7,6,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,0,1,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",0,70,837,2,3,NA,1964,0,1,0,0,NA,3,NA,4,NA
"1137",1137,3,3,6,4,4,4,5,3,3,4,3,2,5,4,4,5,4,4,5,5,1,0,0,NA,0,0,NA,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",0.409907834101382,40,837,1,3,NA,1954,0,0,0,1,2017-11-18 20:16:34.124506,3,2,5,5
"1138",1138,4,5,4,4,6,4,5,4,3,2,4,4,4,4,5,4,4,4,4,4,1,1,0,1,0,0,1,1,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",NA,49,837,2,2,3,1974,0,0,1,0,2017-11-21 19:00:00.977057,1,1,2,2
"1139",1139,2,1,4,1,6,5,5,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",0.666666666666667,20,837,1,3,11,NA,1,0,0,0,NA,1,NA,5,NA
"1140",1140,2,5,6,5,6,6,5,5,5,3,3,5,5,2,7,2,5,6,6,3,1,1,1,1,1,1,1,1,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",0.11569801833777,50,837,2,6,NA,NA,0,1,0,0,2017-11-19 11:31:16.088949,1,1,5,2
"1141",1141,5,1,2,3,2,4,4,6,7,6,5,1,5,5,1,4,5,3,4,4,1,0,0,0,0,0,0,0,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",0.2,70,837,2,4,6,NA,0,0,1,0,2017-11-20 12:07:33.672316,1,1,6,6
"1142",1142,6,1,7,1,7,7,7,7,7,7,5,1,6,1,7,7,7,7,7,7,1,1,0,0,1,1,1,1,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",NA,80,837,1,NA,9,1954,1,0,0,0,2017-11-19 05:20:43.071115,1,2,5,5
"1143",1143,2,2,4,2,6,4,4,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",NA,45,837,1,3,9,1964,1,0,0,0,NA,1,NA,6,NA
"1144",1144,5,4,4,4,4,4,5,3,3,4,5,3,3,4,2,4,4,2,3,5,1,1,1,1,1,1,1,0,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",0.5,60,837,2,NA,11,1954,0,0,0,1,2017-11-18 12:53:54.792747,1,1,6,6
"1145",1145,2,3,3,1,6,6,2,4,2,3,3,4,5,2,7,6,6,6,5,5,1,1,0,1,1,1,1,1,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",NA,40,837,1,5,8,1984.5,0,1,0,0,2017-11-18 12:52:20.576769,1,1,6,5
"1146",1146,4,2,5,2,7,4,3,3,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",0,50,837,1,5,NA,1984.5,1,0,0,0,NA,1,NA,5,NA
"1147",1147,3,3,2,5,6,4,4,7,5,6,3,1,1,5,6,4,1,6,4,4,0,0,0,0,0,0,0,0,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",NA,30,837,2,3,11,1995,0,1,0,0,2017-11-18 13:14:04.365641,1,1,6,6
"1148",1148,4,2,5,7,5,6,7,6,6,5,4,4,4,4,4,4,4,4,4,4,1,0,0,0,0,0,0,0,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",NA,50,837,2,2,NA,1974,0,1,0,0,2017-11-18 13:04:25.786713,1,1,4,4
"1149",1149,4,2,2,6,1,4,4,7,4,4,4,1,3,4,1,4,4,7,4,4,1,1,1,0,1,1,1,1,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",1,90,837,1,3,5,NA,0,0,0,1,2017-11-18 22:40:47.282883,1,1,6,5
"1150",1150,4,1,2,6,4,6,4,2,1,4,5,2,2,6,6,3,4,1,2,5,0,0,0,0,0,0,0,0,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",NA,50,837,2,4,NA,1984.5,0,0,0,1,2017-11-18 11:29:01.36031,1,1,2,2
"1151",1151,5,3,4,4,5,3,4,5,3,4,4,2,3,4,6,2,4,2,1,1,1,1,1,1,1,1,1,1,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",NA,60,837,2,4,8,NA,1,0,0,0,2017-11-20 06:59:20.544649,1,1,4,5
"1152",1152,5,4,4,6,3,4,4,4,1,4,5,5,4,5,4,4,4,4,3,4,1,1,0,1,1,0,0,0,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",1,60,837,1,2,1,NA,0,0,0,1,2017-11-18 11:24:06.176144,1,1,4,4
"1153",1153,6,2,3,4,4,3,6,3,3,5,5,2,4,4,4,3,6,5,3,5,1,1,1,1,1,1,1,1,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",0,40,837,2,3,6,1964,0,1,0,0,2017-11-18 11:53:42.080402,1,1,5,5
"1154",1154,2,1,2,1,4,6,5,6,5,6,4,2,4,2,6,5,6,5,6,6,0,0,0,0,0,0,0,0,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",NA,50,837,1,5,3,1984.5,1,0,0,0,2017-11-19 07:40:22.985126,1,1,5,5
"1155",1155,2,5,6,5,7,1,5,2,1,3,6,5,7,5,7,1,6,2,1,3,0,0,0,0,0,0,0,0,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",0,50,837,2,4,10,NA,0,1,0,0,2017-11-18 12:10:19.630838,1,1,5,5
"1156",1156,5,7,7,4,6,3,5,3,2,5,5,7,7,4,4,4,4,2,3,5,0,0,0,0,0,0,0,0,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",NA,55,837,2,5,3,1995,0,0,1,0,2017-11-19 14:06:39.098892,1,2,5,4
"1157",1157,6,1,7,1,7,1,6,5,1,7,7,1,7,1,7,1,7,7,1,7,0,0,0,0,0,0,0,0,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",0,70,837,1,5,NA,1974,0,0,1,0,2017-11-19 03:24:08.475014,1,1,4,4
"1158",1158,3,2,5,5,6,5,4,7,3,5,2,2,5,3,5,3,3,7,6,5,1,1,1,1,1,1,1,1,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",0,70,837,2,3,2,1995,0,0,1,0,2017-11-18 17:34:01.95026,1,1,4,5
"1159",1159,6,6,3,5,7,6,6,6,3,6,4,4,4,4,4,4,4,4,4,4,1,1,NA,0,0,NA,0,1,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",0,50,837,2,3,8,1995,0,0,1,0,2017-11-19 19:22:57.697905,1,1,4,4
"1160",1160,5,5,5,6,2,3,5,6,5,3,2,5,5,7,2,2,5,5,7,3,0,0,0,0,0,0,0,0,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",NA,50,837,2,4,5,1995,1,0,0,0,2017-11-20 15:13:21.898157,1,1,6,5
"1161",1161,5,2,5,5,6,2,6,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",NA,60,837,2,3,8,1984.5,0,0,1,0,NA,1,NA,5,NA
"1162",1162,6,4,5,NA,6,5,5,5,3,6,6,3,6,6,6,5,6,6,3,6,1,1,1,0,1,1,1,1,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",0,70,837,2,NA,5,1964,1,0,0,0,2017-11-18 16:34:12.407875,1,1,4,4
"1163",1163,5,2,4,2,2,4,2,2,2,6,5,1,4,4,1,4,NA,2,2,5,1,1,1,1,1,1,1,1,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",NA,70,837,2,3,NA,1974,0,1,0,0,2017-11-19 12:48:50.536039,1,1,6,6
"1164",1164,4,2,4,2,7,4,7,3,5,4,3,2,6,4,5,4,7,5,4,4,1,1,0,1,1,1,1,1,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",NA,25,837,2,5,9,1974,0,0,0,1,2017-11-20 12:04:37.512878,1,2,5,5
"1165",1165,4,1,3,5,6,6,6,7,7,6,4,2,5,5,5,4,5,3,5,5,1,1,1,1,1,0,0,0,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",NA,60,NA,1,6,8,1954,0,0,1,0,2017-11-28 07:13:29.648125,1,1,5,5
"1166",1166,3,2,1,1,1,6,5,5,3,6,5,1,3,2,1,5,5,5,6,7,0,0,0,0,0,0,0,0,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",0,35,837,1,5,NA,1974,0,0,1,0,2017-11-22 15:58:56.941629,1,2,7,6
"1167",1167,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,1,1,0,0,0,0,0,0,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",1,NA,837,1,3,3,NA,0,0,1,0,2017-11-18 15:39:57.044872,1,2,5,5
"1168",1168,5,5,6,7,6,4,7,1,1,5,6,5,4,7,7,4,6,2,2,6,1,0,0,0,NA,0,0,NA,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",NA,80,837,2,5,5,1964,0,0,1,0,2017-11-23 10:04:43.570301,1,3,6,5
"1169",1169,5,1,1,5,3,4,3,3,5,5,4,3,4,4,5,3,3,4,4,5,0,0,0,0,0,0,0,0,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",0,50,837,2,4,NA,1974,0,1,0,0,2017-11-28 13:31:06.660669,1,1,4,4
"1170",1170,2,1,6,1,2,6,6,7,6,2,5,1,6,4,2,5,5,7,6,3,1,0,NA,NA,0,NA,NA,0,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",0,80,837,2,5,NA,1984.5,0,0,0,1,2017-11-27 19:16:54.633307,1,1,7,5
"1171",1171,5,5,6,4,7,3,4,3,2,5,5,5,7,3,7,3,3,2,4,4,0,0,0,0,0,0,0,0,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",NA,50,837,2,3,3,1995,0,0,1,0,2017-11-18 13:06:36.514244,1,3,4,4
"1172",1172,5,5,6,4,1,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,1,0,NA,NA,NA,NA,NA,NA,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",0,50,837,1,3,NA,1974,0,0,1,0,2017-11-24 07:21:21.287859,1,1,6,7
"1173",1173,4,2,4,6,6,2,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,NA,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",0,70,837,2,5,NA,1984.5,0,1,0,0,NA,1,NA,4,NA
"1174",1174,3,6,5,4,6,7,7,6,6,6,4,3,5,4,4,6,5,7,7,5,0,0,0,0,NA,0,0,NA,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",NA,0,837,1,NA,10,1995,0,0,1,0,2017-11-25 17:46:18.302711,1,1,4,5
"1175",1175,5,4,6,6,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",0,50,837,2,5,NA,1974,0,0,0,1,2017-11-20 12:53:16.503132,1,2,5,5
"1176",1176,4,4,4,4,4,4,5,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,1,NA,NA,2,6,"Low News Interest","High Twitter Use","Weak Republican, Low News Interest, High Twitter Use",0,60,837,2,3,7,1995,0,0,1,0,NA,1,NA,6,NA
"1177",1177,3,1,3,3,4,NA,6,5,3,6,3,2,3,2,5,5,6,5,5,5,1,0,0,0,0,0,0,0,2,6,"Low News Interest","Not High Twitter Use","Weak Republican, Low News Interest, Not High Twitter Use",NA,75,837,2,5,3,1954,0,0,1,0,2017-11-18 11:41:47.317457,2,1,5,5
"1178",1178,2,1,2,5,6,2,4,4,3,2,5,1,2,7,6,1,5,3,3,4,1,1,1,1,1,1,1,1,2,6,"Low News Interest","Not High Twitter Use","Weak Republican, Low News Interest, Not High Twitter Use",NA,75,837,2,4,NA,1974,1,0,0,0,2017-11-19 09:37:56.515272,2,1,4,4
"1179",1179,5,5,4,4,5,4,4,3,4,5,4,4,4,4,4,4,4,4,5,4,1,0,0,1,0,1,1,0,2,6,"Low News Interest","Not High Twitter Use","Weak Republican, Low News Interest, Not High Twitter Use",0,50,837,1,6,NA,1984.5,0,0,1,0,2017-11-18 16:38:02.755295,3,1,1,3
"1180",1180,5,1,2,2,2,7,7,7,7,7,5,1,2,4,1,7,7,7,7,7,1,1,0,1,0,0,0,0,2,6,"Low News Interest","Not High Twitter Use","Weak Republican, Low News Interest, Not High Twitter Use",0.761604261557378,99,837,1,2,NA,1943.5,0,0,1,0,2017-11-18 11:27:26.814274,2,1,6,6
"1181",1181,6,2,2,6,1,5,5,3,5,6,3,2,2,7,1,5,5,6,6,5,0,0,0,0,0,0,0,0,2,6,"Low News Interest","Not High Twitter Use","Weak Republican, Low News Interest, Not High Twitter Use",NA,25,837,2,2,4,1954,0,0,0,1,2017-11-19 08:27:57.281061,3,1,6,5
"1182",1182,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,0,0,NA,0,0,NA,2,6,"Low News Interest","Not High Twitter Use","Weak Republican, Low News Interest, Not High Twitter Use",0,50,837,2,3,4,NA,1,0,0,0,2017-11-26 13:22:01.298447,2,3,4,4
"1183",1183,6,3,5,6,4,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,1,1,1,1,1,1,0,1,2,6,"Low News Interest","Not High Twitter Use","Weak Republican, Low News Interest, Not High Twitter Use",0,0,837,2,5,NA,1954,0,0,1,0,2017-11-18 17:25:12.217388,2,1,6,6
"1184",1184,3,2,2,5,6,6,6,4,2,3,1,1,2,6,7,7,7,2,5,5,1,1,1,0,0,0,1,1,2,6,"Low News Interest","Not High Twitter Use","Weak Republican, Low News Interest, Not High Twitter Use",0,60,NA,2,2,2,1974,0,0,1,0,2017-11-18 15:25:22.824038,3,2,3,3
"1185",1185,5,5,5,4,4,4,3,2,4,6,5,5,5,4,3,4,3,2,2,6,0,0,0,0,0,0,0,0,2,6,"Low News Interest","Not High Twitter Use","Weak Republican, Low News Interest, Not High Twitter Use",0.581204110433699,99,837,2,2,4,NA,0,0,0,1,2017-11-18 19:29:17.190243,3,3,5,5
"1186",1186,4,2,4,6,5,6,5,2,1,2,4,2,5,2,5,6,6,5,1,5,0,0,0,0,0,0,0,0,2,6,"Low News Interest","Not High Twitter Use","Weak Republican, Low News Interest, Not High Twitter Use",0.489099937375799,60,837,2,4,NA,NA,1,0,0,0,2017-11-18 12:25:31.04834,2,1,6,6
"1187",1187,4,1,3,5,4,4,5,4,6,5,6,2,5,6,5,4,6,5,4,6,1,1,1,1,1,1,1,1,2,6,"Low News Interest","Not High Twitter Use","Weak Republican, Low News Interest, Not High Twitter Use",NA,80,2511,2,3,NA,1974,0,0,1,0,2017-11-19 09:53:42.444937,2,2,4,4
"1188",1188,2,2,6,1,6,2,6,6,2,2,5,5,4,3,7,4,5,5,5,4,0,0,0,0,0,0,0,0,2,6,"Low News Interest","Not High Twitter Use","Weak Republican, Low News Interest, Not High Twitter Use",0,70,837,2,5,NA,1984.5,0,1,0,0,2017-11-20 11:48:53.683929,3,4,5,5
"1189",1189,6,6,2,5,2,2,4,3,4,6,4,4,3,7,2,4,5,4,1,6,1,0,0,0,0,0,0,0,2,6,"Low News Interest","Not High Twitter Use","Weak Republican, Low News Interest, Not High Twitter Use",0,50,837,2,2,NA,1954,0,0,0,1,2017-11-18 11:24:30.651735,3,1,4,4
"1190",1190,5,1,3,4,5,7,5,3,2,5,3,1,3,4,6,7,3,5,3,7,0,0,0,0,0,0,0,0,2,6,"Low News Interest","Not High Twitter Use","Weak Republican, Low News Interest, Not High Twitter Use",0,50,837,1,3,NA,1974,1,0,0,0,2017-11-20 12:52:18.029848,2,3,5,5
"1191",1191,7,7,7,4,4,1,3,6,5,1,6,5,6,6,4,3,2,5,6,3,0,0,0,0,0,0,0,0,2,6,"Low News Interest","Not High Twitter Use","Weak Republican, Low News Interest, Not High Twitter Use",0,60,837,2,6,NA,1984.5,0,0,1,0,2017-11-19 04:27:36.015064,2,3,5,5
